Continente,cod continente,País,cod pais,UF,cod uf,Via,cod via,ano,Mês,cod mes,Chegadas
África,1,Marrocos,143,Bahia,5,Aérea,1,2021,junho,6,0
África,1,Marrocos,143,Bahia,5,Aérea,1,2021,julho,7,0
África,1,Marrocos,143,Bahia,5,Aérea,1,2021,agosto,8,1
África,1,Marrocos,143,Bahia,5,Aérea,1,2021,setembro,9,3
África,1,Marrocos,143,Bahia,5,Aérea,1,2021,outubro,10,1
África,1,Marrocos,143,Bahia,5,Aérea,1,2021,novembro,11,0
África,1,Marrocos,143,Bahia,5,Aérea,1,2021,dezembro,12,1
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,janeiro,1,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,fevereiro,2,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,março,3,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,abril,4,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,maio,5,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,junho,6,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,julho,7,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,agosto,8,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,setembro,9,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,outubro,10,1
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,novembro,11,0
África,1,Moçambique,151,Bahia,5,Aérea,1,2021,dezembro,12,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,janeiro,1,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,fevereiro,2,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,março,3,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,abril,4,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,maio,5,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,junho,6,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,julho,7,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,agosto,8,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,setembro,9,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,outubro,10,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,novembro,11,0
África,1,Nigéria,162,Bahia,5,Aérea,1,2021,dezembro,12,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,janeiro,1,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,fevereiro,2,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,março,3,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,abril,4,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,maio,5,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,junho,6,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,julho,7,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,agosto,8,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,setembro,9,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,outubro,10,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,novembro,11,0
África,1,Quênia,180,Bahia,5,Aérea,1,2021,dezembro,12,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,janeiro,1,1
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,fevereiro,2,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,março,3,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,abril,4,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,maio,5,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,junho,6,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,julho,7,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,agosto,8,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,setembro,9,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,outubro,10,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,novembro,11,0
África,1,Tunísia,228,Bahia,5,Aérea,1,2021,dezembro,12,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,janeiro,1,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,fevereiro,2,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,março,3,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,abril,4,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,maio,5,3
África,1,Outros países,998,Bahia,5,Aérea,1,2021,junho,6,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,julho,7,1
África,1,Outros países,998,Bahia,5,Aérea,1,2021,agosto,8,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,setembro,9,0
África,1,Outros países,998,Bahia,5,Aérea,1,2021,outubro,10,2
África,1,Outros países,998,Bahia,5,Aérea,1,2021,novembro,11,2
África,1,Outros países,998,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Costa Rica,53,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Cuba,55,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,El Salvador,61,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Guatemala,84,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Haiti,91,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Honduras,93,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Nicarágua,160,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Panamá,170,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,República Dominicana,186,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,janeiro,1,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Trinidad e Tobago,227,Bahia,5,Aérea,1,2021,dezembro,12,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,janeiro,1,2
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,fevereiro,2,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,março,3,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,abril,4,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,maio,5,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,junho,6,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,julho,7,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,agosto,8,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,setembro,9,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,outubro,10,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,novembro,11,0
América Central e Caribe,2,Outros países,998,Bahia,5,Aérea,1,2021,dezembro,12,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,janeiro,1,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,fevereiro,2,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,março,3,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,abril,4,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,maio,5,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,junho,6,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,julho,7,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,agosto,8,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,setembro,9,0
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,outubro,10,2
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,novembro,11,1
América do Norte,3,Canadá,38,Bahia,5,Aérea,1,2021,dezembro,12,3
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,janeiro,1,3
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,fevereiro,2,0
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,março,3,0
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,abril,4,0
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,maio,5,0
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,junho,6,0
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,julho,7,3
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,agosto,8,1
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,setembro,9,2
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,outubro,10,2
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,novembro,11,3
América do Norte,3,Estados Unidos,68,Bahia,5,Aérea,1,2021,dezembro,12,6
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,janeiro,1,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,fevereiro,2,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,março,3,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,abril,4,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,maio,5,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,junho,6,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,julho,7,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,agosto,8,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,setembro,9,0
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,outubro,10,1
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,novembro,11,1
América do Norte,3,México,148,Bahia,5,Aérea,1,2021,dezembro,12,0
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,janeiro,1,268
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,fevereiro,2,0
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,março,3,0
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,abril,4,4
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,maio,5,59
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,junho,6,0
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,julho,7,7
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,agosto,8,1
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,setembro,9,4
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,outubro,10,3
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,novembro,11,3
América do Sul,4,Argentina,11,Bahia,5,Aérea,1,2021,dezembro,12,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,janeiro,1,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,fevereiro,2,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,março,3,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,abril,4,27
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,maio,5,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,junho,6,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,julho,7,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,agosto,8,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,setembro,9,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,outubro,10,0
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,novembro,11,1
América do Sul,4,Bolívia,26,Bahia,5,Aérea,1,2021,dezembro,12,0
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,janeiro,1,3
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,fevereiro,2,0
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,março,3,0
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,abril,4,1
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,maio,5,1
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,junho,6,0
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,julho,7,1
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,agosto,8,0
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,setembro,9,0
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,outubro,10,1
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,novembro,11,2
América do Sul,4,Chile,42,Bahia,5,Aérea,1,2021,dezembro,12,1
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,janeiro,1,2
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,fevereiro,2,0
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,março,3,0
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,abril,4,0
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,maio,5,1
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,junho,6,0
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,julho,7,0
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,agosto,8,0
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,setembro,9,1
América do Sul,4,Colômbia,48,Bahia,5,Aérea,1,2021,outubro,10,0
